name,neighbourhood_cleansed,property_type,room_type,accommodates,bathrooms,bedrooms,beds,price,review_scores_rating
Classical Apartment on the Royal Mile,"Old Town, Princes Street and Leith Street",Loft,Entire home/apt,2,1,0,1,122,100
Large Room behind Holyrood Palace,Abbeyhill,Apartment,Private room,2,1,1,1,30,95
Superb Double Room with en suite,"Craigleith, Orchard Brae and Crewe Toll",Bungalow,Private room,2,1,1,1,60,100
City centre grandeur,Canonmills and New Town North,Apartment,Entire home/apt,6,1.5,3,5,195,95
Stunning Castle View Flat,Tollcross,Apartment,Entire home/apt,4,1,1,2,104,98
Smart 3 bedroomed flat with parking,New Town East and Gayfield,Apartment,Entire home/apt,6,2,3,5,125,97
Super sunny flat near the sea,Portobello,Apartment,Entire home/apt,4,1,2,1,100,100
The David Hume Residence,"Old Town, Princes Street and Leith Street",Apartment,Entire home/apt,6,2,2,2,188,100
Central Georgian house in Edinburgh,Hillside and Calton Hill,Apartment,Entire home/apt,10,2,4,8,220,94
Wonderful central basement apartment.,New Town West,Apartment,Entire home/apt,5,1,3,3,175,98
Fantastic 3 bedroom apartment,"Inverleith, Goldenacre and Warriston",Apartment,Entire home/apt,6,1,3,4,110,97
VERY central 1 bed apt for 4 - parking and PS2!,Leith (Albert Street),Apartment,Entire home/apt,4,1,1,2,40,92
The Lochend Park View Residence No. 1,Meadowbank and Abbeyhill North,Apartment,Entire home/apt,6,1,2,3,136,80
Stylish Central Apartment near Royal Mile,"Old Town, Princes Street and Leith Street",Apartment,Entire home/apt,3,1,1,1,78,96
A jewel in a Leith warehouse...,Great Junction Street,Condominium,Private room,2,1.5,1,1,50,96
Sunny peaceful flat in New Town,Canonmills and New Town North,Apartment,Entire home/apt,4,1,2,2,100,94
"Double bedroom, Modern flat",The Shore and Constitution Street,Apartment,Private room,1,NA,1,1,32,99
Quiet charming cosy with parking,Liberton West and Braid Hills,Apartment,Entire home/apt,4,1,2,2,85,96
Unique Beautiful Bijou Annexe Flat,Great Junction Street,Apartment,Entire home/apt,2,1,1,1,45,95
2 bed flat in heart of Festival,"Old Town, Princes Street and Leith Street",Apartment,Entire home/apt,4,1,2,2,84,96
Free parking near Royal Mile,Abbeyhill,Apartment,Entire home/apt,5,1.5,2,4,95,93
Single Room Central Edinburgh,Meadows and Southside,Apartment,Private room,1,1,1,1,55,97
"Great Flat, Location and 5* Service",Meadows and Southside,Apartment,Entire home/apt,2,1,1,1,69,98
COCKBURN STREET APARTMENT EDINBURGH,"Old Town, Princes Street and Leith Street",Apartment,Entire home/apt,3,1,1,1,79,94
Sandaig Guest House,Leith (Hermitage and Prospect Bank),Hotel,Private room,2,1,1,1,130,100
Edinburgh Waterfront Apartment,Granton West and Salvesen,Apartment,Entire home/apt,7,1,2,4,120,96
Well Located 2 Bed Apartment,Hillside and Calton Hill,Apartment,Entire home/apt,6,1,2,4,120,90
Browns Close Apartment,"Canongate, Southside and Dumbiedykes",Apartment,Entire home/apt,4,1,1,2,95,99
Pretty Cottage with Patio & Free Parking,Balerno and Bonnington Village,Cottage,Entire home/apt,4,1,1,2,80,97
"The Royal Mile Apartment, Edinburgh","Old Town, Princes Street and Leith Street",Apartment,Entire home/apt,4,1,2,4,145,97
"New Town, central & peaceful Cumberland Street",Canonmills and New Town North,Apartment,Entire home/apt,5,2,3,4,220,97
Luxury Flat Overlooking Royal Park,Abbeyhill,Condominium,Entire home/apt,4,2,2,3,130,98
Lovely double bedroom near the sea,Portobello,Bed and breakfast,Private room,2,NA,1,NA,35,100
"Attractive, spacious&central flat!!",Meadows and Southside,Apartment,Private room,2,NA,1,1,56,NA
The cosy room called Canal View,Shandon,Bed and breakfast,Private room,2,2,1,1,39,99
Sunny and Private room in Edinburgh,Trinity,House,Private room,2,1,1,1,25,96
1 bed modern flat with parking,Great Junction Street,Apartment,Entire home/apt,2,1,1,1,68,98
Tiny Flat-FastWiFi-FREE parking-2single real bed,Great Junction Street,Apartment,Entire home/apt,2,1,1,2,66,76
Great Little Flat Central Location,Pilrig,Guest suite,Entire home/apt,2,1,1,1,63,97
Friendly and stylish Edinburgh Home,Morningside and Craighouse,House,Private room,5,1.5,3,3,35,98
Bright and Sunny top floor flat,Polwarth,Apartment,Entire home/apt,6,1,2,2,155,98
Penthouse room on the seafront in Edinburgh,Granton and Royston Mains,Apartment,Private room,2,2,1,1,40,99
Lovely central flat with woodburner and garden,Hillside and Calton Hill,Apartment,Entire home/apt,4,1.5,1,2,49,98
Bright private room in Edinburgh,Broughton South,Apartment,Private room,2,1,1,1,65,96
Victorian house for 6+ in Leith,Leith (Hermitage and Prospect Bank),House,Entire home/apt,6,1,3,3,120,98
Charming & central double bedroom,Stockbridge,Apartment,Private room,2,1.5,1,1,49,97
High St Flat - Amazing Views!,"Old Town, Princes Street and Leith Street",Apartment,Entire home/apt,2,1,0,1,100,97
Central yet quiet with parking,"Canongate, Southside and Dumbiedykes",Apartment,Entire home/apt,4,2,2,3,125,95
Double room and clean bathroom,Great Junction Street,Apartment,Private room,2,1,1,1,120,87
"City centre style, peace and views",New Town West,Apartment,Private room,2,1,1,1,60,96
Room in luxury city centre apartment,Comely Bank,Apartment,Private room,2,2,1,1,100,90
Dbl room in Historic Georgian Home,New Town West,Bed and breakfast,Private room,2,1,1,1,150,100
Portobello Edinburgh Seaside Flat,Portobello,Apartment,Entire home/apt,4,1,2,3,60,89
HolidayApartment lift two bathrooms,Craigmillar,Apartment,Entire home/apt,6,2.5,2,3,178,NA
3 bed flat in heart of city,"Old Town, Princes Street and Leith Street",Apartment,Entire home/apt,6,1,3,4,143,91
The Ramp House with hydrospa,Joppa,House,Entire home/apt,5,1,3,4,140,95
Central Georgian House with Garden,Bruntsfield,Townhouse,Entire home/apt,6,2.5,3,3,195,98
Affordable festival flat,"Blackford, West Mains and Mayfield Road",Apartment,Entire home/apt,6,1,4,4,60,60
Spacious  3 bedroom flat walk to all attractions,Meadows and Southside,Apartment,Entire home/apt,3,1,3,4,99,97
Central 3 bedroom Holiday Apartment,South Leith,Apartment,Entire home/apt,5,1,3,4,90,92
"A sunny garden house, Edinburgh",Carrick Knowe,House,Entire home/apt,4,1,1,2,75,98
"Entire flat in Historic Newhaven, Edinburgh.",North Leith and Newhaven,Apartment,Entire home/apt,5,1,2,2,70,96
Spacious City Centre New Town Double Room,New Town West,Apartment,Private room,2,1,1,1,65,95
apartment nice view Newington Area,Newington and Dalkeith Road,Apartment,Entire home/apt,9,1,3,9,100,80
Elegant central 3 bed Victorian with amazing view,Shandon,Apartment,Entire home/apt,7,1,3,3,105,98
Lovely 3 bed flat near The Meadows,Marchmont East and Sciennes,Apartment,Entire home/apt,9,1,3,4,175,98
Charming 5* Central Georgian Flat,New Town East and Gayfield,Apartment,Entire home/apt,4,1.5,2,3,101,97
Apt 25 - 3 bed apartment with pool,Dalry and Fountainbridge,Condominium,Entire home/apt,8,1.5,3,NA,130,88
"Picardy Place Apartment, Edinburgh.","Old Town, Princes Street and Leith Street",Apartment,Entire home/apt,10,2,3,7,200,97
Entire home/flat in Edinburgh,Broughton South,Apartment,Entire home/apt,14,2.5,4,13,250,96
Central Edinburgh Studio Flat,New Town West,Apartment,Entire home/apt,2,1,1,1,75,94
"Central sunny, great views 3bedroom",Tollcross,Apartment,Entire home/apt,4,1,3,3,75,98
quiet city centre garden flat,Pilrig,Apartment,Entire home/apt,6,NA,2,NA,95,96
Chic Apartment in The Old Town,"Old Town, Princes Street and Leith Street",Apartment,Entire home/apt,4,1,2,3,140,98
Twin room in Historic Georgian Home,New Town West,Bed and breakfast,Private room,2,1,1,2,125,96
Great View flat in centre 3 bedroom flat,Tollcross,Apartment,Entire home/apt,6,1.5,3,4,120,97
Central Edinburgh Double Sunny Room,Pilrig,House,Private room,2,1,1,1,75,99
Quiet apartment near airport,Queensferry East,Apartment,Private room,2,1,1,2,48,98
Central apartment with castle view,"Old Town, Princes Street and Leith Street",Apartment,Entire home/apt,4,1,1,1,71,98
♪ Musician Inspired ♪ 2bed apt Free WiFi & parking,Hillside and Calton Hill,Apartment,Entire home/apt,6,1,2,4,99,88
"Central, Spacious, Accessible Apt, with parking.",Broughton South,Apartment,Entire home/apt,6,2,3,5,150,99
Allburys Boutique B&B,Deans Village,Bed and breakfast,Private room,6,2,1,3,390,NA
CITY RETREAT EDINBURGH city centre,Hillside and Calton Hill,Apartment,Entire home/apt,9,3.5,3,8,360,92
Comfortable room in family home.,Willowbrae and Duddingston Village,Townhouse,Private room,2,1.5,1,1,23,94
Bright room for 1-2 in comfy home,Craigentinny,Bed and breakfast,Private room,2,1,1,2,49,97
A Room with a View! Modern Flat.,"Craigleith, Orchard Brae and Crewe Toll",Apartment,Entire home/apt,4,1,2,3,89,93
Basement garden flat nr Leith shore,North Leith and Newhaven,Apartment,Entire home/apt,4,1,3,3,119,90
A lovely room in a friendly flat !,Morningside,Apartment,Private room,2,1,1,1,34,91
Central Double En-Suite Annexe,Broughton South,Apartment,Private room,3,1,1,2,55,97
Quirky room in central Edinburgh,Newington and Dalkeith Road,Apartment,Private room,2,1,1,1,49,98
Central apartment in the city centre,Hillside and Calton Hill,Apartment,Entire home/apt,4,1,1,2,80,88
Double rm in lovely Georgian house,Portobello,House,Private room,2,1,1,1,45,93
City centre - New Town apartment,Canonmills and New Town North,Apartment,Entire home/apt,2,1,1,1,65,96
The Blinkbonny Road Residence,Murrayfield and Ravelston,Apartment,Entire home/apt,6,1,3,4,159,98
Twin room in a perfect location !!,Deans Village,Townhouse,Private room,2,1,1,2,50,96
Edinburgh Visitor Ground Floor Flat,Leith (Albert Street),Apartment,Entire home/apt,4,1,1,1,40,92
Super King room in the heart of town,"Old Town, Princes Street and Leith Street",Apartment,Private room,2,1.5,1,1,55,93
Cozy double room in the heart of Edinburgh,"Old Town, Princes Street and Leith Street",Apartment,Private room,2,1.5,1,1,50,93
Stunning room in central Edinburgh,Deans Village,Townhouse,Private room,2,1,1,1,90,99
Room in house with beautiful views,Comiston and Swanston,House,Private room,1,1,1,1,25,98
"Double room, lovely views !!",Deans Village,Townhouse,Private room,2,1,1,1,51,96
Twin room in beautiful home !!,Deans Village,Townhouse,Private room,2,1,1,2,55,97
Cosy Apartment near Castle,Tollcross,Apartment,Entire home/apt,3,1,1,1,60,96
"Central 1-2bedroom, Fantastic View, new loft space",Meadowbank and Abbeyhill North,Apartment,Private room,4,1,2,4,77,95
Spacious double bedroom in bright top floor flat,Merchiston and Greenhill,Apartment,Private room,2,1,1,1,50,97
"Central, calm & cosy 3 bedroom flat",Leith (Albert Street),Apartment,Entire home/apt,6,1,3,3,139,91
"*Large Bedroom, The Shore, Edinburgh Free Parking*",Great Junction Street,Apartment,Private room,2,1,1,1,39,94
Stylish Elegant Central 5 Bed Townhouse fast wifi,Deans Village,House,Entire home/apt,16,3,5,16,54,91
"Spacious en suite room, city centre",Dalry and Fountainbridge,House,Private room,4,1,1,1,55,98
Stylish two bedroom house on friendly street,"Craigleith, Orchard Brae and Crewe Toll",House,Entire home/apt,4,2,2,2,139,97
Edinburgh Festival Accommodation,Portobello,Apartment,Private room,2,1,1,1,77,100
Artist's cottage near Edinburgh,"Dalmeny, Kirkliston and Newbridge",Cottage,Entire home/apt,2,1,1,1,55,91
"Central, spacious and quiet room 2",Dalry and Fountainbridge,Townhouse,Private room,2,1,1,1,60,86
"Central, spacious and quiet room",Tollcross,Apartment,Private room,3,1,1,2,60,93
New Town 2bed in fantastic location,"Old Town, Princes Street and Leith Street",Apartment,Entire home/apt,4,1,2,2,94,99
Modern apartment in Edinburgh,Western Harbour and Leith Docks,Apartment,Entire home/apt,4,2,2,2,75,84
Lovely central double room + bkfst,Bruntsfield,Apartment,Private room,2,2,1,1,48,99
3 double b/r to let Newington (CS),Meadows and Southside,Apartment,Entire home/apt,7,1,3,4,160,87
"Cool, colourful and central Edinburgh Flat",Tollcross,Apartment,Private room,2,1,1,1,60,97
Huge Festival flat. August. 4 venues 15 mins walk,Meadows and Southside,Apartment,Entire home/apt,16,1.5,6,14,251,NA
"Private Room, Traditional Townhouse.",Polwarth,Townhouse,Private room,2,1.5,1,1,35,96
Stunning New Town Apartment,New Town West,Apartment,Entire home/apt,3,1,1,1,120,99
Beautiful 3 bed Villa,Pilrig,Villa,Entire home/apt,6,1.5,3,4,300,96
Central 1 bedroom ground floor flat with parking,Leith (Albert Street),Condominium,Entire home/apt,2,1,1,2,60,90
Festival on your doorstep,Meadows and Southside,Apartment,Private room,2,1,1,1,40,98
Double Room in Handy Location,Boswall and Pilton,Condominium,Private room,2,1,1,1,30,96
Lovely Room Magnificent Townhouse,Deans Village,House,Private room,2,NA,1,1,85,93
"Dob. Room. Old Town, Edinburgh","Old Town, Princes Street and Leith Street",Apartment,Private room,2,1,1,1,50,90
The Castle Wynd South Residence,"Old Town, Princes Street and Leith Street",Apartment,Entire home/apt,4,1,1,1,130,93
3 b/r flat to let in Newington (MS),Meadows and Southside,Apartment,Entire home/apt,5,1,3,3,120,80
The Alba Morrison Residence,Dalry and Fountainbridge,Apartment,Entire home/apt,4,1,2,3,137,100
"Large Double, great access and WiFi",West Pilton,Apartment,Private room,2,1,1,1,45,92
"Bright Double: nature, WiFi, 15 min to the centre",West Pilton,Apartment,Private room,2,1,1,1,42,85
"2 BD Central Gdn flat, St Leonards","Canongate, Southside and Dumbiedykes",Apartment,Entire home/apt,5,1,2,2,200,87
Georgian splendour in the centre,New Town West,Apartment,Private room,2,1,1,1,85,94
Cosy & Quiet City Centre Apartment by Calton Hill,Hillside and Calton Hill,Apartment,Entire home/apt,4,1,1,1,60,89
Heart of old town - entire flat,"Old Town, Princes Street and Leith Street",Apartment,Entire home/apt,4,1,1,2,70,95
St Mary's street Apartment,"Old Town, Princes Street and Leith Street",Apartment,Entire home/apt,11,2,3,9,118,80
Central & Comfortable Homely Flat - Sleeps 4,Leith (Albert Street),Apartment,Entire home/apt,4,1,1,2,82,89
Botanics – large light double room,Broughton North and Powderhall,Apartment,Private room,2,1,1,1,65,97
"Single room. Old Town, Edinburgh","Old Town, Princes Street and Leith Street",Other,Private room,1,1,1,1,30,92
"Ideal House, Leith, Edinburgh",The Shore and Constitution Street,House,Entire home/apt,12,2,5,9,390,98
"Quiet, Central, Double, Festival Let",South Leith,Apartment,Private room,2,1,1,1,60,95
Double Room in Seaview Apt,Trinity East and The Dudleys,Apartment,Private room,2,1,1,1,60,96
"Bright, central flat with car space",Gorgie East,Apartment,Entire home/apt,2,1,1,1,60,97
Beautiful tranquil central colony,Pilrig,Apartment,Entire home/apt,2,1,1,1,47,97
"Bright, Central Double Bedroom",The Grange,Apartment,Private room,2,1,1,1,95,97
Fab quiet + central Edinburgh Christmas / Hogmanay,Meadowbank and Abbeyhill North,Apartment,Entire home/apt,4,1,2,2,175,100
Bright room in cosy home,Muirhouse,House,Private room,2,1,1,1,60,98
Private room-15min bus from centre-free parking,"Blackford, West Mains and Mayfield Road",Apartment,Private room,2,1,1,1,50,98
Botanic Gardens double bed en suite,"Inverleith, Goldenacre and Warriston",Townhouse,Private room,2,1,1,1,51,94
City Centre Flat by Castle available Jul/Aug 2018,Tollcross,Apartment,Entire home/apt,4,1,3,3,130,95
CHESSELS COURT - THE ROYAL MILE,"Old Town, Princes Street and Leith Street",Apartment,Entire home/apt,6,1,3,3,185,98
Modern New Town property,Broughton South,Apartment,Entire home/apt,6,2,2,2,500,99
Big bedroom shared kitchen/bathroom FREE PARKING,Muirhouse,House,Private room,2,1.5,1,1,35,96
Double room in friendly flat,Broughton South,Apartment,Private room,2,1,1,1,35,96
"Flat on the Royal Mile, Edinburgh","Canongate, Southside and Dumbiedykes",Apartment,Entire home/apt,4,1,1,2,80,96
Lovely sunny/peaceful double room.,Meadows and Southside,Apartment,Private room,1,1.5,1,1,90,98
Lovely very large spacious room.,Meadows and Southside,Apartment,Private room,1,1.5,1,1,75,100
"Queen Street Two Apartment (city centre, sleeps 6)",New Town East and Gayfield,Apartment,Entire home/apt,6,1,2,3,135,95
Grassmarket 4 - Old Town,Tollcross,Apartment,Entire home/apt,3,1,1,2,100,93
Lovely City Centre Double Room,Tollcross,Apartment,Private room,2,1,1,1,45,99
Flat in amazing central location,"Old Town, Princes Street and Leith Street",Apartment,Entire home/apt,2,1,1,1,90,98
Quirky little tenement flat for cat lovers,South Leith,Apartment,Entire home/apt,2,1,1,1,53,96
Lovely Leith 1 Bedroom Flat,South Leith,Apartment,Entire home/apt,4,1,NA,2,98,93
Huge Flat Old Town EH1 with parking,"Old Town, Princes Street and Leith Street",Apartment,Entire home/apt,6,1,3,3,130,93
Beautiful room in the Dell!,Colinton and Kingsknowe,House,Private room,2,0.5,1,2,44,95
Private Double en-suite bedroom,Siverknowes and Davidson's Mains,House,Private room,1,1,1,1,66,NA
Large spare room in lovely Leith,South Leith,Apartment,Private room,2,1,1,1,49,100
"Luxury Holyrood flat, free parking",Abbeyhill,Apartment,Entire home/apt,7,2,3,5,139,94
F1- Very nice City Centre Apartment,"Old Town, Princes Street and Leith Street",Apartment,Entire home/apt,6,1,3,4,120,96
"Bright, central 2 bedroom flat",Deans Village,Apartment,Entire home/apt,4,1,2,2,100,89
"Private room in Artist's flat, near Castle",Tollcross,Apartment,Private room,2,1,1,1,40,98
Holyrood Park apartment,Abbeyhill,Apartment,Entire home/apt,5,2,3,3,85,95
LARGE COLOURFUL ROOM CENTRE OF TOWN,"Old Town, Princes Street and Leith Street",Apartment,Private room,2,1,1,2,39,95
LARGE QUIET ROOM IN EDINBURGH,"Old Town, Princes Street and Leith Street",Apartment,Private room,4,1,1,2,44,97
VERY CENTRAL COSY ROOM WITH A VIEW,"Old Town, Princes Street and Leith Street",Apartment,Private room,2,1,1,1,39,95
"Relax at a Cozy, Quirky Flat",Broughton South,Apartment,Entire home/apt,4,1,1,1,125,100
Lovely bright ensuite bedroom.,The Shore and Constitution Street,Apartment,Private room,2,1,1,1,40,90
Stunning Penthouse with Gorgeous Views and Free Parking,New Town East and Gayfield,Apartment,Entire home/apt,7,3,3,3,280,100
Light and peaceful one-bed with leafy park views,Shandon,Apartment,Entire home/apt,2,1.5,1,1,80,100
"Double room in bright, modern house. Leafy area",Blackhall,House,Private room,2,1,1,1,45,NA
Old Town flat with open views,Meadows and Southside,Apartment,Entire home/apt,6,1,2,3,100,93
Vibrant Flat with Fantastic Views by the Royal Mile,"Old Town, Princes Street and Leith Street",Apartment,Entire home/apt,4,1,1,2,120,99
Edinburgh Schoolhouse Apartment,South Leith,Apartment,Entire home/apt,4,1,2,2,126,100
The Shandwick Place Residence,Deans Village,Apartment,Entire home/apt,4,1,1,1,143,90
The York Place Residence,"Old Town, Princes Street and Leith Street",Apartment,Entire home/apt,6,4,3,5,286,95
Stylishly Converted Coach House,Newington and Dalkeith Road,House,Entire home/apt,2,1,1,1,65,100
Walk along the Royal Mile from an Elegant Apartment,"Old Town, Princes Street and Leith Street",Apartment,Entire home/apt,2,1,1,1,99,98
Elegant New Town Edinburgh flat.,Canonmills and New Town North,Apartment,Entire home/apt,4,1,2,2,125,96
